mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__subsample,param_clf__n_estimators,param_clf__max_depth,param_clf__learning_rate,param_clf__colsample_bytree,params,split0_test_f2,split1_test_f2,split2_test_f2,split3_test_f2,split4_test_f2,mean_test_f2,std_test_f2,rank_test_f2,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy
0.1685389518737793,0.0026435867687319803,0.010016536712646485,0.0002076859083334565,0.8,300,5,0.05,1.0,"{'clf__subsample': 0.8, 'clf__n_estimators': 300, 'clf__max_depth': 5, 'clf__learning_rate': 0.05, 'clf__colsample_bytree': 1.0}",0.9938366718027735,0.9969207082371054,0.9876543209876543,0.9938603223330775,0.9853168469860897,0.9915177740693399,0.004322829700403292,1,0.9904030710172744,0.9923371647509579,0.9865125240847784,0.9904397705544933,0.9864603481624759,0.989230575713996,0.0023473286173589245,3,0.9847328244274809,0.9847908745247148,0.9846153846153847,0.9847908745247148,0.9883720930232558,0.9854604102231102,0.0014572509872515938,7,0.9961389961389961,1.0,0.9884169884169884,0.9961538461538462,0.9845559845559846,0.993053163053163,0.005676113155328104,2,0.9964311206281228,0.9971448965024983,0.9950035688793719,0.9964311206281228,0.995,0.9960021413276232,0.0008573645718310188,3
0.12557148933410645,0.0009110377044962641,0.009918594360351562,0.00013879832812433216,1.0,200,6,0.05,1.0,"{'clf__subsample': 1.0, 'clf__n_estimators': 200, 'clf__max_depth': 6, 'clf__learning_rate': 0.05, 'clf__colsample_bytree': 1.0}",0.9946029298380878,0.9961538461538462,0.9837962962962963,0.9953881629515757,0.9860788863109049,0.9912040243101421,0.005190410100972549,2,0.9923076923076923,0.9904397705544933,0.9826589595375722,0.9942418426103646,0.9883720930232558,0.9896040716066757,0.0039816888474972344,1,0.9885057471264368,0.9810606060606061,0.9807692307692307,0.9923371647509579,0.9922178988326849,0.9869781295079832,0.005139563487263859,1,0.9961389961389961,1.0,0.9845559845559846,0.9961538461538462,0.9845559845559846,0.9922809622809623,0.006462472588000818,12,0.9971448965024983,0.9964311206281228,0.9935760171306209,0.9978586723768736,0.9957142857142857,0.9961449984704803,0.0014699332518094293,1
0.19325804710388184,0.00553747474350791,0.010302257537841798,0.0002060857099119895,0.8,300,6,0.03,1.0,"{'clf__subsample': 0.8, 'clf__n_estimators': 300, 'clf__max_depth': 6, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 1.0}",0.9938366718027735,0.9969207082371054,0.9853168469860897,0.9953881629515757,0.9845559845559846,0.9912036749067058,0.005214855950441567,3,0.9904030710172744,0.9923371647509579,0.9864603481624759,0.9942418426103646,0.9845559845559846,0.9895996822194114,0.0036050853445509894,2,0.9847328244274809,0.9847908745247148,0.9883720930232558,0.9923371647509579,0.9845559845559846,0.9869577882564787,0.0030447525226082483,2,0.9961389961389961,1.0,0.9845559845559846,0.9961538461538462,0.9845559845559846,0.9922809622809623,0.006462472588000818,12,0.9964311206281228,0.9971448965024983,0.9950035688793719,0.9978586723768736,0.9942857142857143,0.9961447945345162,0.0013250010720154272,2
0.11319994926452637,0.0047475419522348935,0.009788751602172852,0.00017389231950846234,0.8,200,5,0.1,1.0,"{'clf__subsample': 0.8, 'clf__n_estimators': 200, 'clf__max_depth': 5, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 1.0}",0.9930715935334873,0.9969207082371054,0.9853168469860897,0.9938603223330775,0.9853168469860897,0.9908972636151698,0.004734372443760899,4,0.9885057471264368,0.9923371647509579,0.9864603481624759,0.9904397705544933,0.9864603481624759,0.988840675751368,0.0022902679126388676,4,0.9809885931558935,0.9847908745247148,0.9883720930232558,0.9847908745247148,0.9883720930232558,0.9854629056503669,0.0027513439009707132,6,0.9961389961389961,1.0,0.9845559845559846,0.9961538461538462,0.9845559845559846,0.9922809622809623,0.006462472588000818,12,0.9957173447537473,0.9971448965024983,0.9950035688793719,0.9964311206281228,0.995,0.995859386152748,0.0008331339260432388,4
0.11319923400878906,0.0033777236413414465,0.009936761856079102,0.00027353797556974816,1.0,200,5,0.03,1.0,"{'clf__subsample': 1.0, 'clf__n_estimators': 200, 'clf__max_depth': 5, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 1.0}",0.9930715935334873,0.9961538461538462,0.985373364126251,0.9953881629515757,0.9837962962962963,0.9907566526122913,0.005164608263674484,5,0.9885057471264368,0.9904397705544933,0.9808429118773946,0.9942418426103646,0.9826589595375722,0.9873378463412523,0.004954336402871745,18,0.9809885931558935,0.9810606060606061,0.973384030418251,0.9923371647509579,0.9807692307692307,0.9817079250309877,0.00606771069945722,20,0.9961389961389961,1.0,0.9884169884169884,0.9961538461538462,0.9845559845559846,0.993053163053163,0.005676113155328104,2,0.9957173447537473,0.9964311206281228,0.9928622412562456,0.9978586723768736,0.9935714285714285,0.9952881615172837,0.0018401272227257074,20
0.12229104042053222,0.0019023708381216812,0.00993971824645996,0.00024143430778525643,0.8,200,6,0.1,0.8,"{'clf__subsample': 0.8, 'clf__n_estimators': 200, 'clf__max_depth': 6, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 0.8}",0.9938366718027735,0.9961538461538462,0.9884169884169884,0.990023023791251,0.9853168469860897,0.9907494754301898,0.00385278298957321,6,0.9904030710172744,0.9904397705544933,0.9884169884169884,0.9866156787762906,0.9864603481624759,0.9884671713855046,0.0017376269753069497,7,0.9847328244274809,0.9810606060606061,0.9884169884169884,0.9809885931558935,0.9883720930232558,0.9847142210168449,0.0032960602339304093,8,0.9961389961389961,1.0,0.9884169884169884,0.9923076923076923,0.9845559845559846,0.9922839322839323,0.00546029694834041,9,0.9964311206281228,0.9964311206281228,0.9957173447537473,0.9950035688793719,0.995,0.995716630977873,0.0006392196719235251,7
0.06162424087524414,0.0026233259266153007,0.009447383880615234,0.00014147521429386952,0.8,100,5,0.1,0.8,"{'clf__subsample': 0.8, 'clf__n_estimators': 100, 'clf__max_depth': 5, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 0.8}",0.9930715935334873,0.9961538461538462,0.9884169884169884,0.990023023791251,0.9853168469860897,0.9905964597763326,0.003740696884669078,7,0.9885057471264368,0.9904397705544933,0.9884169884169884,0.9866156787762906,0.9864603481624759,0.988087706607337,0.001458118694806763,8,0.9809885931558935,0.9810606060606061,0.9884169884169884,0.9809885931558935,0.9883720930232558,0.9839653747625274,0.00361652232502084,12,0.9961389961389961,1.0,0.9884169884169884,0.9923076923076923,0.9845559845559846,0.9922839322839323,0.00546029694834041,9,0.9957173447537473,0.9964311206281228,0.9957173447537473,0.9950035688793719,0.995,0.9955738758029978,0.0005349053737370515,8
0.16855216026306152,0.006211050403927052,0.010048723220825196,4.531373253085843e-05,1.0,300,5,0.03,1.0,"{'clf__subsample': 1.0, 'clf__n_estimators': 300, 'clf__max_depth': 5, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 1.0}",0.9930715935334873,0.9961538461538462,0.9837962962962963,0.9953881629515757,0.9845559845559846,0.9905931766982381,0.005342298384296113,8,0.9885057471264368,0.9904397705544933,0.9826589595375722,0.9942418426103646,0.9845559845559846,0.9880804608769704,0.0041358057382650006,10,0.9809885931558935,0.9810606060606061,0.9807692307692307,0.9923371647509579,0.9845559845559846,0.9839423158585345,0.004425997635435158,14,0.9961389961389961,1.0,0.9845559845559846,0.9961538461538462,0.9845559845559846,0.9922809622809623,0.006462472588000818,12,0.9957173447537473,0.9964311206281228,0.9935760171306209,0.9978586723768736,0.9942857142857143,0.9955737738350159,0.0015248965034678039,12
0.16968317031860353,0.002440452824443881,0.010231781005859374,0.00032505913880261094,0.8,300,5,0.03,1.0,"{'clf__subsample': 0.8, 'clf__n_estimators': 300, 'clf__max_depth': 5, 'clf__learning_rate': 0.03, 'clf__colsample_bytree': 1.0}",0.9923076923076923,0.9969207082371054,0.9845559845559846,0.9946236559139785,0.9845559845559846,0.990592805114149,0.005140376622263,9,0.9866156787762906,0.9923371647509579,0.9845559845559846,0.9923371647509579,0.9845559845559846,0.9880803954780351,0.0035560795547092726,11,0.9772727272727273,0.9847908745247148,0.9845559845559846,0.9885496183206107,0.9845559845559846,0.9839450378460043,0.0036656197616587124,13,0.9961389961389961,1.0,0.9845559845559846,0.9961538461538462,0.9845559845559846,0.9922809622809623,0.006462472588000818,12,0.9950035688793719,0.9971448965024983,0.9942897930049964,0.9971448965024983,0.9942857142857143,0.9955737738350159,0.0013091746054976203,12
0.05232934951782227,0.0006855704481308903,0.00956711769104004,0.000294652245645067,0.8,100,4,0.2,0.8,"{'clf__subsample': 0.8, 'clf__n_estimators': 100, 'clf__max_depth': 4, 'clf__learning_rate': 0.2, 'clf__colsample_bytree': 0.8}",0.9946029298380878,0.9961538461538462,0.9899845916795069,0.9861857252494244,0.9853168469860897,0.990448787981391,0.004348116460245242,10,0.9923076923076923,0.9904397705544933,0.9865642994241842,0.982791586998088,0.9864603481624759,0.9877127394893869,0.0033363282300820003,14,0.9885057471264368,0.9810606060606061,0.9809160305343512,0.9771863117870723,0.9883720930232558,0.9832081577063445,0.004491305710821234,17,0.9961389961389961,1.0,0.9922779922779923,0.9884615384615385,0.9845559845559846,0.9922869022869023,0.005454009169849475,8,0.9971448965024983,0.9964311206281228,0.9950035688793719,0.9935760171306209,0.995,0.9954311206281228,0.001244757183380594,14
