mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__n_estimators,param_clf__min_samples_split,param_clf__min_samples_leaf,param_clf__max_depth,params,split0_test_f2,split1_test_f2,split2_test_f2,split3_test_f2,split4_test_f2,mean_test_f2,std_test_f2,rank_test_f2,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy
0.8791059970855712,0.018261911774797083,0.03843479156494141,0.0015987448435101769,300,5,2,,"{'clf__n_estimators': 300, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 2, 'clf__max_depth': None}",0.9923076923076923,0.9899845916795069,0.9837962962962963,0.9854294478527608,0.9845559845559846,0.9872148025384482,0.003333234088173466,1,0.9866156787762906,0.9865642994241842,0.9826589595375722,0.9809160305343512,0.9845559845559846,0.9842621905656767,0.002222253970516246,3,0.9772727272727273,0.9809160305343512,0.9807692307692307,0.9734848484848485,0.9845559845559846,0.9793997643234285,0.003748909832143869,5,0.9961389961389961,0.9922779922779923,0.9845559845559846,0.9884615384615385,0.9845559845559846,0.9891980991980992,0.0045011725171879065,15,0.9950035688793719,0.9950035688793719,0.9935760171306209,0.9928622412562456,0.9942857142857143,0.994146222086265,0.0008322602458734995,3
0.8548973560333252,0.018130625087518008,0.03655023574829101,0.0002640387498822552,300,10,1,20,"{'clf__n_estimators': 300, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 1, 'clf__max_depth': 20}",0.9907834101382489,0.9899845916795069,0.9861325115562404,0.9839203675344563,0.9837962962962963,0.9869234354409496,0.0029561143026982438,2,0.9828571428571429,0.9865642994241842,0.982725527831094,0.9771863117870723,0.9826589595375722,0.9823984482874131,0.0029968627075518807,7,0.9699248120300752,0.9809160305343512,0.9770992366412213,0.9661654135338346,0.9807692307692307,0.9749749447017425,0.0059412885394707,7,0.9961389961389961,0.9922779922779923,0.9884169884169884,0.9884615384615385,0.9845559845559846,0.9899702999703,0.003934010820685008,6,0.9935760171306209,0.9950035688793719,0.9935760171306209,0.9914346895074947,0.9935714285714285,0.9934323442439073,0.0011419281543002542,7
0.3016458034515381,0.012221369402279294,0.017230129241943358,0.00022193507416770302,100,10,2,10,"{'clf__n_estimators': 100, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 2, 'clf__max_depth': 10}",0.990023023791251,0.9899845916795069,0.9861325115562404,0.9831675592960979,0.9837962962962963,0.9866207965238786,0.002933644127171704,3,0.9809885931558935,0.9865642994241842,0.982725527831094,0.9753320683111955,0.9826589595375722,0.9816538896519879,0.0036518144116403765,8,0.9662921348314607,0.9809160305343512,0.9770992366412213,0.9625468164794008,0.9807692307692307,0.9735246898511329,0.0076513558385725815,9,0.9961389961389961,0.9922779922779923,0.9884169884169884,0.9884615384615385,0.9845559845559846,0.9899702999703,0.003934010820685008,6,0.9928622412562456,0.9950035688793719,0.9935760171306209,0.9907209136331192,0.9935714285714285,0.9931468338941573,0.001398429531883326,8
0.5723310947418213,0.016401627085952438,0.028572893142700194,0.0038272185273615063,200,5,2,20,"{'clf__n_estimators': 200, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 2, 'clf__max_depth': 20}",0.9915449654112222,0.9899845916795069,0.9830377794911334,0.9839203675344563,0.9845559845559846,0.9866087377344608,0.0034628198409594707,4,0.9847328244274809,0.9865642994241842,0.9807692307692307,0.9771863117870723,0.9845559845559846,0.9827617301927905,0.003365098462545207,6,0.9735849056603774,0.9809160305343512,0.9770114942528736,0.9661654135338346,0.9845559845559846,0.9764467657074842,0.006323750820570942,6,0.9961389961389961,0.9922779922779923,0.9845559845559846,0.9884615384615385,0.9845559845559846,0.9891980991980992,0.0045011725171879065,15,0.9942897930049964,0.9950035688793719,0.9928622412562456,0.9914346895074947,0.9942857142857143,0.9935752013867646,0.0012763860471944799,6
0.2841918468475342,0.006332440318686447,0.016440153121948242,0.00039327888634944024,100,10,2,20,"{'clf__n_estimators': 100, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 2, 'clf__max_depth': 20}",0.9907834101382489,0.9892224788298691,0.9868928296067849,0.9800918836140888,0.9837962962962963,0.9861573796970576,0.0038392924989994843,5,0.9828571428571429,0.9846743295019157,0.9846153846153847,0.973384030418251,0.9826589595375722,0.9816379693860533,0.004212856454411131,9,0.9699248120300752,0.9771863117870723,0.9808429118773946,0.9624060150375939,0.9807692307692307,0.9742258563002734,0.007121419801278053,8,0.9961389961389961,0.9922779922779923,0.9884169884169884,0.9846153846153847,0.9845559845559846,0.9892010692010693,0.004490487344880609,14,0.9935760171306209,0.9942897930049964,0.9942897930049964,0.9900071377587437,0.9935714285714285,0.9931468338941573,0.0016021786274482506,8
0.28975825309753417,0.011276743876050268,0.016804599761962892,0.0004507577647391645,100,5,1,10,"{'clf__n_estimators': 100, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 1, 'clf__max_depth': 10}",0.9930715935334873,0.9868928296067849,0.9845559845559846,0.9846743295019157,0.98145285935085,0.9861295193098044,0.003879169357136858,6,0.9885057471264368,0.9846153846153847,0.9845559845559846,0.979047619047619,0.9825918762088974,0.9838633223108644,0.0030791251995908363,4,0.9809885931558935,0.9808429118773946,0.9845559845559846,0.969811320754717,0.9844961240310077,0.9801389868749995,0.005410592230868221,4,0.9961389961389961,0.9884169884169884,0.9845559845559846,0.9884615384615385,0.9806949806949807,0.9876536976536977,0.0051235744962286715,17,0.9957173447537473,0.9942897930049964,0.9942897930049964,0.9921484653818701,0.9935714285714285,0.9940033649434078,0.0011600888131530008,5
0.8784135818481446,0.01668163615299296,0.03763017654418945,0.0008368102713977116,300,5,4,20,"{'clf__n_estimators': 300, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 4, 'clf__max_depth': 20}",0.9892638036809815,0.9899845916795069,0.9838585703305149,0.9816653934300993,0.9830377794911334,0.985562027722447,0.003397633653859346,7,0.9791271347248577,0.9865642994241842,0.9770992366412213,0.9716446124763705,0.9807692307692307,0.9790409028071728,0.004859449110803376,10,0.9626865671641791,0.9809160305343512,0.9660377358490566,0.9553903345724907,0.9770114942528736,0.9684084324745902,0.00936251568003971,10,0.9961389961389961,0.9922779922779923,0.9884169884169884,0.9884615384615385,0.9845559845559846,0.9899702999703,0.003934010820685008,6,0.9921484653818701,0.9950035688793719,0.9914346895074947,0.9892933618843683,0.9928571428571429,0.9921474457020494,0.0018609098058185722,10
0.8551543712615967,0.015291427884646568,0.037078857421875,0.00048598135740187824,300,10,4,20,"{'clf__n_estimators': 300, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 4, 'clf__max_depth': 20}",0.9892638036809815,0.9892224788298691,0.9846153846153847,0.9816653934300993,0.9830377794911334,0.9855609680094937,0.003148134782876788,8,0.9791271347248577,0.9846743295019157,0.9789674952198852,0.9716446124763705,0.9807692307692307,0.9790365605384519,0.004229431518963371,11,0.9626865671641791,0.9771863117870723,0.9696969696969697,0.9553903345724907,0.9770114942528736,0.9683943354947171,0.008425363936992218,11,0.9961389961389961,0.9922779922779923,0.9884169884169884,0.9884615384615385,0.9845559845559846,0.9899702999703,0.003934010820685008,6,0.9921484653818701,0.9942897930049964,0.9921484653818701,0.9892933618843683,0.9928571428571429,0.9921474457020494,0.0016272134793096419,10
0.5891166687011719,0.014044259761691715,0.02799568176269531,0.0002356130326153321,200,5,4,20,"{'clf__n_estimators': 200, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 4, 'clf__max_depth': 20}",0.9892638036809815,0.9892224788298691,0.9838585703305149,0.9816653934300993,0.9830377794911334,0.9854096051525196,0.003207592224258383,9,0.9791271347248577,0.9846743295019157,0.9770992366412213,0.9716446124763705,0.9807692307692307,0.9786629088227192,0.004300949446557258,12,0.9626865671641791,0.9771863117870723,0.9660377358490566,0.9553903345724907,0.9770114942528736,0.9676624887251345,0.008439342331107928,12,0.9961389961389961,0.9922779922779923,0.9884169884169884,0.9884615384615385,0.9845559845559846,0.9899702999703,0.003934010820685008,6,0.9921484653818701,0.9942897930049964,0.9914346895074947,0.9892933618843683,0.9928571428571429,0.9920046905271744,0.0016519832741039649,12
0.5843409538269043,0.013314670789862641,0.029214954376220702,0.0036172011904893582,200,10,4,,"{'clf__n_estimators': 200, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 4, 'clf__max_depth': None}",0.9885057471264368,0.9892224788298691,0.9838585703305149,0.9816653934300993,0.9830377794911334,0.9852579938416106,0.0030351131202474243,10,0.9772727272727273,0.9846743295019157,0.9770992366412213,0.9716446124763705,0.9807692307692307,0.9782920273322931,0.004324815935117334,13,0.9591078066914498,0.9771863117870723,0.9660377358490566,0.9553903345724907,0.9770114942528736,0.9669467366305886,0.008966312273399626,13,0.9961389961389961,0.9922779922779923,0.9884169884169884,0.9884615384615385,0.9845559845559846,0.9899702999703,0.003934010820685008,6,0.9914346895074947,0.9942897930049964,0.9914346895074947,0.9892933618843683,0.9928571428571429,0.9918619353522994,0.0016641861941153985,13
